"Cancer","CD4Tcell_sc_lg","Neutrophils_lg","Endothelial.cells_lg","CAF_lg","T.cells.CD8_lg","NK.cells.active_lg","NK.cells.rest_lg","Macrophages_sc_lg","B.cells.naive_lg","proliferation","Epithelial","Mesenchymal","CCN4","pM0","pM1","pM2"
1,-10.516140198554,-9.6982887352528,1.82395325001899,5.09989409846198,-1.61830339485306,-10.2400979652137,-3.83850372663063,2.73688279250348,-0.495029808623088,-14.5604917772568,0.542889102817942,0.669877972192001,4.3263325534145,0.276222414739095,0.403924054370694,0.319875813898217
1,-2.75476417254573,-9.72742786419635,0.849011924489216,5.13052716800415,0.283074360419733,-9.30687384280635,-10.4031749732589,1.54721743200594,0.68575351374016,-2.57066172898649,0.504473487649657,0.576131510539826,4.28913578887879,0.0947824809134943,0.557815330832974,0.347101836594335
1,-10.0954156417534,-4.79245341980667,-2.43986287362303,6.16173220770447,-1.23340592436924,-10.0628604893223,-5.41703235610253,3.07158696375291,0.42199522685169,-28.9764323504775,0.450955644839758,0.704466130530161,7.18528319511752,0.440870978618026,0.108112799192295,0.450882944337017
1,-10.2793788613764,-10.86222543485,1.91575794685571,5.10747675349791,0.401479449837509,-9.85542863917676,-9.8573161125899,2.09910419849652,0.479815791177565,-4.53753523308479,0.533690770076878,0.644427046364383,3.65660041664815,0.263099907603736,0.300571927387579,0.436235019209692
1,0.373924996809305,-10.5402441405448,-2.6151158506052,4.64287815338695,0.207628626565089,-9.52519488019936,-2.51946612638439,1.80721974595948,-10.3180890557032,71.4488774762847,0.44939943707667,0.402840770829437,1.42704251892723,0.928847279715873,0.0712905362392332,0
1,-10.621848680314,-1.79207265065719,-3.69970761650952,5.68691256894803,-1.30764427088508,-1.17270980138366,-9.75396176187596,3.28209421420379,-2.17581322385306,-10.8585183412254,0.542680695991233,0.707033886545147,5.50200586535782,0.360499839720539,0.0209899921715527,0.618572957327999
1,-10.3811151179826,-10.5503596658696,-9.55548080787827,3.21641279583518,-1.31560134178231,-10.5642518907564,-9.72808806877953,2.66411390765525,-0.329866378007847,53.6476691322726,0.398808694299819,0.309046872931959,0.984400133106249,0.548334771472929,0.231397013864173,0.220216031714266
1,-0.612853611469396,-6.51598526971417,1.29348620329504,4.62269272643571,-0.414358553384474,-0.938469155120062,-9.53985608301575,3.5454071659259,-0.00615516706776545,34.3711711200432,0.510148124322857,0.484859829909689,2.04657736780525,0.689276329843412,0.147717498869406,0.162995212512636
1,-10.2178911163802,-10.5988634378364,-2.17870347522145,5.35989410309011,-0.762514801165186,-3.88299402695405,-10.7662042828497,3.02330603800114,0.0618394730560959,-1.57480668814118,0.49666577266026,0.600299305553926,4.83566828768298,0.448783683787973,0.170426854684556,0.380795222446575
1,1.75362133670263,-10.8634203283893,2.34968336222671,4.85680747558533,0.676720715493016,-1.8838441984174,-10.0158425476084,3.46350218604947,1.06617628723011,6.60696357266949,0.492087367318673,0.489636700417233,3.43479451660743,0.163991020091946,0.564227290000193,0.27184994601008
1,-11.231852002446,-1.28401941879875,-1.31895568183861,4.30751520036019,4.13341331792859,0.375051637769642,-10.2194115017029,4.2339758538429,1.88824461870011,5.9238423887575,0.449618682254931,0.558800504319397,4.38229086840844,0.497523877551663,0.29627751862172,0.206213552843133
1,-10.0682920359572,-10.7759201101666,0.449431485749041,5.03013150647542,-2.75066385252229,-10.7767134142242,-4.5652865223533,1.61178102843964,-0.339716509735489,11.445349789533,0.430381649208352,0.524240975058477,3.21418995080359,0.912313127020704,0.0417985237962623,0.0459259406536101
1,-10.6571207515327,-5.09272611208679,-2.20329404050785,3.76242099049603,1.40204735183551,-1.57445379327788,-10.8414353262095,3.80660492643559,1.14975714335581,36.5365845926544,0.441209395838584,0.413308454998151,3.13348607521312,0.402160877632115,0.238052072623324,0.359742104058461
1,-10.8966998077896,-9.92048327789308,-3.13800420325691,4.33458646387231,-0.763618249070335,-10.1050112971439,-2.83437880673643,1.91930606228896,-0.758360894211923,16.2772112089458,0.390878663259672,0.420076557884053,1.81905966080159,0.682522888088727,0.0472941079510848,0.270153239538438
1,-9.35451034124899,-10.4310331149113,1.36111418646272,5.39775396891304,-1.38493745094045,-1.49581896895745,-9.70307806052891,3.0361308738894,-1.84676159525971,12.5720246652943,0.378337351835941,0.566411529775399,3.47279306992953,0.685435975557697,0.101158730280789,0.213284340525476
1,-9.901244190473,-10.7490050907764,-1.18154316772372,5.54466552954592,-0.550744253061244,-9.96435626085097,-2.23122045258846,3.07850876512403,-0.223339628395217,-17.2904712650415,0.578246478225529,0.656494209242485,4.67041953926547,0.71216856248743,0.0828819823425221,0.204916670336243
